Date,History Adj Close,Daily New Cases,Volume,ROE,ROA,PM,EPS,Adj Close
2013-09-24 00:00:00,312.029999,0,1884900,-0.0802,-0.0236,-0.0446,-0.02,314.130005
2013-09-25 00:00:00,312.059998,0,2033600,-0.0802,-0.0236,-0.0446,-0.02,312.649994
2013-09-26 00:00:00,316.339996,0,2008600,-0.0802,-0.0236,-0.0446,-0.02,318.119995
2013-09-27 00:00:00,311.48999,0,1989900,-0.0802,-0.0236,-0.0446,-0.02,316.01001
2013-09-30 00:00:00,314.130005,0,1657500,-0.0802,-0.0236,-0.0446,-0.02,312.640015
2013-10-01 00:00:00,312.649994,0,1623600,-0.0802,-0.0236,-0.0446,-0.02,320.950012
2013-10-02 00:00:00,318.119995,0,2396400,-0.0802,-0.0236,-0.0446,-0.02,320.51001
2013-10-03 00:00:00,316.01001,0,2217400,-0.0802,-0.0236,-0.0446,-0.02,314.76001
2013-10-04 00:00:00,312.640015,0,2674800,-0.0802,-0.0236,-0.0446,-0.02,319.040009
2013-10-07 00:00:00,320.950012,0,1815000,-0.4512,-0.1287,-0.2399,-0.09,310.029999
2013-10-08 00:00:00,320.51001,0,2083200,-0.4512,-0.1287,-0.2399,-0.09,303.230011
2013-10-09 00:00:00,314.76001,0,3166200,-0.4512,-0.1287,-0.2399,-0.09,298.230011
2013-10-10 00:00:00,319.040009,0,3247400,-0.4512,-0.1287,-0.2399,-0.09,305.170013
2013-10-11 00:00:00,310.029999,0,2555100,-0.4512,-0.1287,-0.2399,-0.09,310.890015
2013-10-14 00:00:00,303.230011,0,2163100,-0.4512,-0.1287,-0.2399,-0.09,310.700012
2013-10-15 00:00:00,298.230011,0,1939100,-0.4512,-0.1287,-0.2399,-0.09,306.399994
2013-10-16 00:00:00,305.170013,0,2261100,-0.4512,-0.1287,-0.2399,-0.09,310.48999
2013-10-17 00:00:00,310.890015,0,2170700,-0.4512,-0.1287,-0.2399,-0.09,310.769989
2013-10-18 00:00:00,310.700012,0,2648400,-0.4512,-0.1287,-0.2399,-0.09,328.929993
2013-10-21 00:00:00,306.399994,0,5969800,-0.4512,-0.1287,-0.2399,-0.09,326.440002
2013-10-22 00:00:00,310.48999,0,2522300,-0.4512,-0.1287,-0.2399,-0.09,332.540009
2013-10-23 00:00:00,310.769989,0,3935500,-0.4512,-0.1287,-0.2399,-0.09,326.76001
2013-10-24 00:00:00,328.929993,0,2818200,-0.4512,-0.1287,-0.2399,-0.09,332.209991
2013-10-25 00:00:00,326.440002,0,5884700,-0.4512,-0.1287,-0.2399,-0.09,363.390015
2013-10-28 00:00:00,332.540009,0,12036800,-0.4512,-0.1287,-0.2399,-0.09,358.160004
2013-10-29 00:00:00,326.76001,0,3635800,-0.4512,-0.1287,-0.2399,-0.09,362.700012
2013-10-30 00:00:00,332.209991,0,2185400,-0.4512,-0.1287,-0.2399,-0.09,361.079987
2013-10-31 00:00:00,363.390015,0,4502200,-0.4512,-0.1287,-0.2399,-0.09,364.029999
2013-11-01 00:00:00,358.160004,0,2466800,-0.4512,-0.1287,-0.2399,-0.09,359
2013-11-04 00:00:00,362.700012,0,3331000,-0.4512,-0.1287,-0.2399,-0.09,358.73999
2013-11-05 00:00:00,361.079987,0,1938400,-0.4512,-0.1287,-0.2399,-0.09,358.890015
2013-11-06 00:00:00,364.029999,0,2007100,-0.4512,-0.1287,-0.2399,-0.09,356.179993
2013-11-07 00:00:00,359,0,2282300,-0.4512,-0.1287,-0.2399,-0.09,343.559998
2013-11-08 00:00:00,358.73999,0,4246300,-0.4512,-0.1287,-0.2399,-0.09,350.309998
2013-11-11 00:00:00,358.890015,0,2656900,-0.4512,-0.1287,-0.2399,-0.09,354.380005
2013-11-12 00:00:00,356.179993,0,2261700,-0.4512,-0.1287,-0.2399,-0.09,349.529999
2013-11-13 00:00:00,343.559998,0,2343100,-0.4512,-0.1287,-0.2399,-0.09,356.220001
2013-11-14 00:00:00,350.309998,0,2773300,-0.4512,-0.1287,-0.2399,-0.09,367.399994
2013-11-15 00:00:00,354.380005,0,4159800,-0.4512,-0.1287,-0.2399,-0.09,369.170013
2013-11-18 00:00:00,349.529999,0,4491600,-0.4512,-0.1287,-0.2399,-0.09,366.179993
2013-11-19 00:00:00,356.220001,0,2737400,-0.4512,-0.1287,-0.2399,-0.09,364.940002
2013-11-20 00:00:00,367.399994,0,1904800,-0.4512,-0.1287,-0.2399,-0.09,362.570007
2013-11-21 00:00:00,369.170013,0,1771500,-0.4512,-0.1287,-0.2399,-0.09,368.920013
2013-11-22 00:00:00,366.179993,0,1964600,-0.4512,-0.1287,-0.2399,-0.09,372.309998
2013-11-25 00:00:00,364.940002,0,2965500,-0.4512,-0.1287,-0.2399,-0.09,376.640015
2013-11-26 00:00:00,362.570007,0,2972300,-0.4512,-0.1287,-0.2399,-0.09,381.369995
2013-11-27 00:00:00,368.920013,0,2724400,-0.4512,-0.1287,-0.2399,-0.09,386.709991
2013-11-29 00:00:00,372.309998,0,2269700,-0.4512,-0.1287,-0.2399,-0.09,393.619995
2013-12-02 00:00:00,376.640015,0,2406000,-0.4512,-0.1287,-0.2399,-0.09,392.299988
2013-12-03 00:00:00,381.369995,0,4714000,-0.4512,-0.1287,-0.2399,-0.09,384.660004
2013-12-04 00:00:00,386.709991,0,3702900,-0.4512,-0.1287,-0.2399,-0.09,385.959991
2013-12-05 00:00:00,393.619995,0,2355300,-0.4512,-0.1287,-0.2399,-0.09,384.48999
2013-12-06 00:00:00,392.299988,0,1906500,-0.4512,-0.1287,-0.2399,-0.09,386.950012
2013-12-09 00:00:00,384.660004,0,1984700,-0.4512,-0.1287,-0.2399,-0.09,384.890015
2013-12-10 00:00:00,385.959991,0,2761800,-0.4512,-0.1287,-0.2399,-0.09,387.779999
2013-12-11 00:00:00,384.48999,0,2736800,-0.4512,-0.1287,-0.2399,-0.09,382.190002
2013-12-12 00:00:00,386.950012,0,2451300,-0.4512,-0.1287,-0.2399,-0.09,381.25
2013-12-13 00:00:00,384.890015,0,2123700,-0.4512,-0.1287,-0.2399,-0.09,384.23999
2013-12-16 00:00:00,387.779999,0,3025000,-0.4512,-0.1287,-0.2399,-0.09,388.970001
2013-12-17 00:00:00,382.190002,0,2251700,-0.4512,-0.1287,-0.2399,-0.09,387.649994
2013-12-18 00:00:00,381.25,0,2343900,-0.4512,-0.1287,-0.2399,-0.09,395.959991
2013-12-19 00:00:00,384.23999,0,3489100,-0.4512,-0.1287,-0.2399,-0.09,395.190002
2013-12-20 00:00:00,388.970001,0,2427200,-0.4512,-0.1287,-0.2399,-0.09,402.200012
2013-12-23 00:00:00,387.649994,0,5033900,-0.4512,-0.1287,-0.2399,-0.09,402.920013
2013-12-24 00:00:00,395.959991,0,2659500,-0.4512,-0.1287,-0.2399,-0.09,399.200012
2013-12-26 00:00:00,395.190002,0,1380400,-0.4512,-0.1287,-0.2399,-0.09,404.390015
2013-12-27 00:00:00,402.200012,0,1868500,-0.4512,-0.1287,-0.2399,-0.09,398.079987
2013-12-30 00:00:00,402.920013,0,1986900,-0.4512,-0.1287,-0.2399,-0.09,393.369995
2013-12-31 00:00:00,399.200012,0,2487100,-0.4512,-0.1287,-0.2399,-0.09,398.790009
2014-01-02 00:00:00,404.390015,0,1996500,-0.4512,-0.1287,-0.2399,-0.09,397.970001
2014-01-03 00:00:00,398.079987,0,2137800,-0.4512,-0.1287,-0.2399,-0.09,396.440002
2014-01-06 00:00:00,393.369995,0,2210200,-0.4512,-0.1287,-0.2399,-0.09,393.630005
2014-01-07 00:00:00,398.790009,0,3170600,-0.4512,-0.1287,-0.2399,-0.09,398.029999
2014-01-08 00:00:00,397.970001,0,1916000,2.4625,0.5976,0.938,0.52,401.920013
2014-01-09 00:00:00,396.440002,0,2316500,2.4625,0.5976,0.938,0.52,401.01001
2014-01-10 00:00:00,393.630005,0,2103000,2.4625,0.5976,0.938,0.52,397.660004
2014-01-13 00:00:00,398.029999,0,2679500,2.4625,0.5976,0.938,0.52,390.980011
2014-01-14 00:00:00,401.920013,0,2844900,2.4625,0.5976,0.938,0.52,397.540009
2014-01-15 00:00:00,401.01001,0,2340100,2.4625,0.5976,0.938,0.52,395.869995
2014-01-16 00:00:00,397.660004,0,2678300,2.4625,0.5976,0.938,0.52,395.799988
2014-01-17 00:00:00,390.980011,0,2601200,2.4625,0.5976,0.938,0.52,399.609985
2014-01-21 00:00:00,397.540009,0,4505100,2.4625,0.5976,0.938,0.52,407.049988
2014-01-22 00:00:00,395.869995,0,3122100,2.4625,0.5976,0.938,0.52,404.540009
2014-01-23 00:00:00,395.799988,0,2060500,2.4625,0.5976,0.938,0.52,399.869995
2014-01-24 00:00:00,399.609985,0,3025400,2.4625,0.5976,0.938,0.52,387.600006
2014-01-27 00:00:00,407.049988,0,4458400,2.4625,0.5976,0.938,0.52,386.279999
2014-01-28 00:00:00,404.540009,0,3936800,2.4625,0.5976,0.938,0.52,394.429993
2014-01-29 00:00:00,399.869995,0,2894500,2.4625,0.5976,0.938,0.52,384.200012
2014-01-30 00:00:00,387.600006,0,3382300,2.4625,0.5976,0.938,0.52,403.01001
2014-01-31 00:00:00,386.279999,0,10473900,2.4625,0.5976,0.938,0.52,358.690002
2014-02-03 00:00:00,394.429993,0,16154800,2.4625,0.5976,0.938,0.52,346.149994
2014-02-04 00:00:00,384.200012,0,10280800,2.4625,0.5976,0.938,0.52,347.950012
2014-02-05 00:00:00,403.01001,0,4812900,2.4625,0.5976,0.938,0.52,346.450012
2014-02-06 00:00:00,358.690002,0,4435400,2.4625,0.5976,0.938,0.52,354.589996
2014-02-07 00:00:00,346.149994,0,3335700,2.4625,0.5976,0.938,0.52,361.079987
2014-02-10 00:00:00,347.950012,0,4330500,2.4625,0.5976,0.938,0.52,360.869995
2014-02-11 00:00:00,346.450012,0,3449700,2.4625,0.5976,0.938,0.52,361.790009
2014-02-12 00:00:00,354.589996,0,3222100,2.4625,0.5976,0.938,0.52,349.25
2014-02-13 00:00:00,361.079987,0,6587700,2.4625,0.5976,0.938,0.52,357.200012
2014-02-14 00:00:00,360.869995,0,4175000,2.4625,0.5976,0.938,0.52,357.350006
2014-02-18 00:00:00,361.790009,0,3520200,2.4625,0.5976,0.938,0.52,353.649994
2014-02-19 00:00:00,349.25,0,4998000,2.4625,0.5976,0.938,0.52,347.380005
2014-02-20 00:00:00,357.200012,0,4168100,2.4625,0.5976,0.938,0.52,349.799988
2014-02-21 00:00:00,357.350006,0,3492800,2.4625,0.5976,0.938,0.52,346.76001
2014-02-24 00:00:00,353.649994,0,4210000,2.4625,0.5976,0.938,0.52,351.779999
2014-02-25 00:00:00,347.380005,0,3644700,2.4625,0.5976,0.938,0.52,358.320007
2014-02-26 00:00:00,349.799988,0,3736400,2.4625,0.5976,0.938,0.52,359.799988
2014-02-27 00:00:00,346.76001,0,3622100,2.4625,0.5976,0.938,0.52,360.130005
2014-02-28 00:00:00,351.779999,0,3104900,2.4625,0.5976,0.938,0.52,362.100006
2014-03-03 00:00:00,358.320007,0,3882000,2.4625,0.5976,0.938,0.52,359.779999
2014-03-04 00:00:00,359.799988,0,2798300,2.4625,0.5976,0.938,0.52,363.899994
2014-03-05 00:00:00,360.130005,0,2704400,2.4625,0.5976,0.938,0.52,372.369995
2014-03-06 00:00:00,362.100006,0,3848300,2.4625,0.5976,0.938,0.52,372.160004
2014-03-07 00:00:00,359.779999,0,2926600,2.4625,0.5976,0.938,0.52,372.059998
2014-03-10 00:00:00,363.899994,0,2279800,2.4625,0.5976,0.938,0.52,370.529999
2014-03-11 00:00:00,372.369995,0,2105800,2.4625,0.5976,0.938,0.52,368.820007
2014-03-12 00:00:00,372.160004,0,2246100,2.4625,0.5976,0.938,0.52,370.640015
2014-03-13 00:00:00,372.059998,0,2216600,2.4625,0.5976,0.938,0.52,371.51001
2014-03-14 00:00:00,370.529999,0,6829000,2.4625,0.5976,0.938,0.52,373.73999
2014-03-17 00:00:00,368.820007,0,4402200,2.4625,0.5976,0.938,0.52,375.040009
2014-03-18 00:00:00,370.640015,0,2303000,2.4625,0.5976,0.938,0.52,378.769989
2014-03-19 00:00:00,371.51001,0,2483500,2.4625,0.5976,0.938,0.52,373.230011
2014-03-20 00:00:00,373.73999,0,2646700,2.4625,0.5976,0.938,0.52,368.970001
2014-03-21 00:00:00,375.040009,0,2558500,2.4625,0.5976,0.938,0.52,360.619995
2014-03-24 00:00:00,378.769989,0,5414100,2.4625,0.5976,0.938,0.52,351.850006
2014-03-25 00:00:00,373.230011,0,4873500,2.4625,0.5976,0.938,0.52,354.709991
2014-03-26 00:00:00,368.970001,0,4445700,2.4625,0.5976,0.938,0.52,343.410004
2014-03-27 00:00:00,360.619995,0,4120700,2.4625,0.5976,0.938,0.52,338.470001
2014-03-28 00:00:00,351.850006,0,5766400,2.4625,0.5976,0.938,0.52,338.290009
2014-03-31 00:00:00,354.709991,0,3986800,2.4625,0.5976,0.938,0.52,336.369995
2014-04-01 00:00:00,343.410004,0,4297500,2.4625,0.5976,0.938,0.52,342.98999
2014-04-02 00:00:00,338.470001,0,3600100,2.4625,0.5976,0.938,0.52,341.959991
2014-04-03 00:00:00,338.290009,0,4475500,2.4625,0.5976,0.938,0.52,333.619995
2014-04-04 00:00:00,336.369995,0,6399300,2.4625,0.5976,0.938,0.52,323
2014-04-07 00:00:00,342.98999,0,12534600,1.0457,0.297,0.5471,0.23,317.76001
2014-04-08 00:00:00,341.959991,0,7077400,1.0457,0.297,0.5471,0.23,327.070007
2014-04-09 00:00:00,333.619995,0,6577600,1.0457,0.297,0.5471,0.23,331.809998
2014-04-10 00:00:00,323,0,5056600,1.0457,0.297,0.5471,0.23,317.109985
2014-04-11 00:00:00,317.76001,0,6126700,1.0457,0.297,0.5471,0.23,311.730011
2014-04-14 00:00:00,327.070007,0,7287500,1.0457,0.297,0.5471,0.23,315.910004
2014-04-15 00:00:00,331.809998,0,4293500,1.0457,0.297,0.5471,0.23,316.079987
2014-04-16 00:00:00,317.109985,0,5398600,1.0457,0.297,0.5471,0.23,323.679993
2014-04-17 00:00:00,311.730011,0,4284900,1.0457,0.297,0.5471,0.23,324.910004
2014-04-21 00:00:00,315.910004,0,4299200,1.0457,0.297,0.5471,0.23,330.869995
2014-04-22 00:00:00,316.079987,0,2999400,1.0457,0.297,0.5471,0.23,329.320007
2014-04-23 00:00:00,323.679993,0,3711600,1.0457,0.297,0.5471,0.23,324.579987
2014-04-24 00:00:00,324.910004,0,3604600,1.0457,0.297,0.5471,0.23,337.149994
2014-04-25 00:00:00,330.869995,0,9293700,1.0457,0.297,0.5471,0.23,303.829987
2014-04-28 00:00:00,329.320007,0,16180200,1.0457,0.297,0.5471,0.23,296.579987
2014-04-29 00:00:00,324.579987,0,14479800,1.0457,0.297,0.5471,0.23,300.380005
2014-04-30 00:00:00,337.149994,0,6509300,1.0457,0.297,0.5471,0.23,304.130005
2014-05-01 00:00:00,303.829987,0,4088600,1.0457,0.297,0.5471,0.23,307.890015
2014-05-02 00:00:00,296.579987,0,4328600,1.0457,0.297,0.5471,0.23,308.01001
2014-05-05 00:00:00,300.380005,0,3995100,1.0457,0.297,0.5471,0.23,310.049988
2014-05-06 00:00:00,304.130005,0,2519900,1.0457,0.297,0.5471,0.23,297.380005
2014-05-07 00:00:00,307.890015,0,4682300,1.0457,0.297,0.5471,0.23,292.709991
2014-05-08 00:00:00,308.01001,0,7015200,1.0457,0.297,0.5471,0.23,288.320007
2014-05-09 00:00:00,310.049988,0,3848200,1.0457,0.297,0.5471,0.23,292.23999
2014-05-12 00:00:00,297.380005,0,4063000,1.0457,0.297,0.5471,0.23,302.859985
2014-05-13 00:00:00,292.709991,0,3729600,1.0457,0.297,0.5471,0.23,304.640015
2014-05-14 00:00:00,288.320007,0,3509900,1.0457,0.297,0.5471,0.23,297.619995
2014-05-15 00:00:00,292.23999,0,3323300,1.0457,0.297,0.5471,0.23,295.190002
2014-05-16 00:00:00,302.859985,0,4295100,1.0457,0.297,0.5471,0.23,297.700012
2014-05-19 00:00:00,304.640015,0,3636800,1.0457,0.297,0.5471,0.23,296.76001
2014-05-20 00:00:00,297.619995,0,2284200,1.0457,0.297,0.5471,0.23,301.190002
2014-05-21 00:00:00,295.190002,0,4095700,1.0457,0.297,0.5471,0.23,305.01001
2014-05-22 00:00:00,297.700012,0,3408800,1.0457,0.297,0.5471,0.23,304.910004
2014-05-23 00:00:00,296.76001,0,2576800,1.0457,0.297,0.5471,0.23,312.23999
2014-05-27 00:00:00,301.190002,0,3052900,1.0457,0.297,0.5471,0.23,310.820007
2014-05-28 00:00:00,305.01001,0,4862100,1.0457,0.297,0.5471,0.23,310.160004
2014-05-29 00:00:00,304.910004,0,2726000,1.0457,0.297,0.5471,0.23,313.779999
2014-05-30 00:00:00,312.23999,0,2365500,1.0457,0.297,0.5471,0.23,312.549988
2014-06-02 00:00:00,310.820007,0,4260200,1.0457,0.297,0.5471,0.23,308.839996
2014-06-03 00:00:00,310.160004,0,2203400,1.0457,0.297,0.5471,0.23,307.190002
2014-06-04 00:00:00,313.779999,0,2379200,1.0457,0.297,0.5471,0.23,306.779999
2014-06-05 00:00:00,312.549988,0,2107100,1.0457,0.297,0.5471,0.23,323.570007
2014-06-06 00:00:00,308.839996,0,7796700,1.0457,0.297,0.5471,0.23,329.670013
2014-06-09 00:00:00,307.190002,0,5244000,1.0457,0.297,0.5471,0.23,327.5
2014-06-10 00:00:00,306.779999,0,3212200,1.0457,0.297,0.5471,0.23,332.410004
2014-06-11 00:00:00,323.570007,0,3663400,1.0457,0.297,0.5471,0.23,335.200012
2014-06-12 00:00:00,329.670013,0,4436800,1.0457,0.297,0.5471,0.23,325.910004
2014-06-13 00:00:00,327.5,0,4276300,1.0457,0.297,0.5471,0.23,326.269989
2014-06-16 00:00:00,332.410004,0,2764800,1.0457,0.297,0.5471,0.23,327.619995
2014-06-17 00:00:00,335.200012,0,2449800,1.0457,0.297,0.5471,0.23,325.619995
2014-06-18 00:00:00,325.910004,0,2924100,1.0457,0.297,0.5471,0.23,334.380005
2014-06-19 00:00:00,326.269989,0,6401500,1.0457,0.297,0.5471,0.23,327
2014-06-20 00:00:00,327.619995,0,5320600,1.0457,0.297,0.5471,0.23,324.200012
2014-06-23 00:00:00,325.619995,0,6054000,1.0457,0.297,0.5471,0.23,327.23999
2014-06-24 00:00:00,334.380005,0,2604800,1.0457,0.297,0.5471,0.23,324.160004
2014-06-25 00:00:00,327,0,2626600,1.0457,0.297,0.5471,0.23,327.440002
2014-06-26 00:00:00,324.200012,0,2327800,1.0457,0.297,0.5471,0.23,325.690002
2014-06-27 00:00:00,327.23999,0,2699500,1.0457,0.297,0.5471,0.23,324.570007
2014-06-30 00:00:00,324.160004,0,2416200,1.0457,0.297,0.5471,0.23,324.779999
2014-07-01 00:00:00,327.440002,0,2671300,1.0457,0.297,0.5471,0.23,332.390015
2014-07-02 00:00:00,325.690002,0,3173600,1.0457,0.297,0.5471,0.23,332.850006
2014-07-03 00:00:00,324.570007,0,2681300,1.0457,0.297,0.5471,0.23,337.48999
2014-07-07 00:00:00,324.779999,0,1944300,1.0457,0.297,0.5471,0.23,333.549988
2014-07-08 00:00:00,332.390015,0,2128900,-1.1885,-0.3325,-0.6515,-0.27,323.809998
2014-07-09 00:00:00,332.850006,0,4271600,-1.1885,-0.3325,-0.6515,-0.27,329.970001
2014-07-10 00:00:00,337.48999,0,3166100,-1.1885,-0.3325,-0.6515,-0.27,327.920013
2014-07-11 00:00:00,333.549988,0,2665000,-1.1885,-0.3325,-0.6515,-0.27,346.200012
2014-07-14 00:00:00,323.809998,0,8300800,-1.1885,-0.3325,-0.6515,-0.27,355.320007
2014-07-15 00:00:00,329.970001,0,5609900,-1.1885,-0.3325,-0.6515,-0.27,354.440002
2014-07-16 00:00:00,327.920013,0,4170900,-1.1885,-0.3325,-0.6515,-0.27,355.899994
2014-07-17 00:00:00,346.200012,0,3503600,-1.1885,-0.3325,-0.6515,-0.27,352.450012
2014-07-18 00:00:00,355.320007,0,3636000,-1.1885,-0.3325,-0.6515,-0.27,358.660004
2014-07-21 00:00:00,354.440002,0,3407400,-1.1885,-0.3325,-0.6515,-0.27,359.76001
2014-07-22 00:00:00,355.899994,0,2278400,-1.1885,-0.3325,-0.6515,-0.27,360.839996
2014-07-23 00:00:00,352.450012,0,2888900,-1.1885,-0.3325,-0.6515,-0.27,358.140015
2014-07-24 00:00:00,358.660004,0,2687300,-1.1885,-0.3325,-0.6515,-0.27,358.609985
2014-07-25 00:00:00,359.76001,0,7088700,-1.1885,-0.3325,-0.6515,-0.27,324.01001
2014-07-28 00:00:00,360.839996,0,17846500,-1.1885,-0.3325,-0.6515,-0.27,320.410004
2014-07-29 00:00:00,358.140015,0,5932000,-1.1885,-0.3325,-0.6515,-0.27,320
2014-07-30 00:00:00,358.609985,0,2883800,-1.1885,-0.3325,-0.6515,-0.27,322.51001
2014-07-31 00:00:00,324.01001,0,3969000,-1.1885,-0.3325,-0.6515,-0.27,312.98999
2014-08-01 00:00:00,320.410004,0,5192000,-1.1885,-0.3325,-0.6515,-0.27,307.059998
2014-08-04 00:00:00,320,0,7441500,-1.1885,-0.3325,-0.6515,-0.27,313.649994
2014-08-05 00:00:00,322.51001,0,4200900,-1.1885,-0.3325,-0.6515,-0.27,312.320007
2014-08-06 00:00:00,312.98999,0,2852100,-1.1885,-0.3325,-0.6515,-0.27,313.890015
2014-08-07 00:00:00,307.059998,0,2296900,-1.1885,-0.3325,-0.6515,-0.27,311.450012
2014-08-08 00:00:00,313.649994,0,2935600,-1.1885,-0.3325,-0.6515,-0.27,316.799988
2014-08-11 00:00:00,312.320007,0,2705900,-1.1885,-0.3325,-0.6515,-0.27,318.329987
2014-08-12 00:00:00,313.890015,0,2468600,-1.1885,-0.3325,-0.6515,-0.27,319.320007
2014-08-13 00:00:00,311.450012,0,1915800,-1.1885,-0.3325,-0.6515,-0.27,326.279999
2014-08-14 00:00:00,316.799988,0,4939100,-1.1885,-0.3325,-0.6515,-0.27,333.209991
2014-08-15 00:00:00,318.329987,0,3420400,-1.1885,-0.3325,-0.6515,-0.27,333.630005
2014-08-18 00:00:00,319.320007,0,3896700,-1.1885,-0.3325,-0.6515,-0.27,334.529999
2014-08-19 00:00:00,326.279999,0,2485400,-1.1885,-0.3325,-0.6515,-0.27,335.130005
2014-08-20 00:00:00,333.209991,0,1713800,-1.1885,-0.3325,-0.6515,-0.27,335.779999
2014-08-21 00:00:00,333.630005,0,1810500,-1.1885,-0.3325,-0.6515,-0.27,332.910004
2014-08-22 00:00:00,334.529999,0,1971100,-1.1885,-0.3325,-0.6515,-0.27,331.589996
2014-08-25 00:00:00,335.130005,0,2211200,-1.1885,-0.3325,-0.6515,-0.27,334.019989
2014-08-26 00:00:00,335.779999,0,1957700,-1.1885,-0.3325,-0.6515,-0.27,341.829987
2014-08-27 00:00:00,332.910004,0,3654700,-1.1885,-0.3325,-0.6515,-0.27,343.179993
2014-08-28 00:00:00,331.589996,0,2961600,-1.1885,-0.3325,-0.6515,-0.27,340.019989
2014-08-29 00:00:00,334.019989,0,2252700,-1.1885,-0.3325,-0.6515,-0.27,339.040009
2014-09-02 00:00:00,341.829987,0,1939500,-1.1885,-0.3325,-0.6515,-0.27,342.380005
2014-09-03 00:00:00,343.179993,0,2326000,-1.1885,-0.3325,-0.6515,-0.27,339
2014-09-04 00:00:00,340.019989,0,1993700,-1.1885,-0.3325,-0.6515,-0.27,345.950012
2014-09-05 00:00:00,339.040009,0,3965600,-1.1885,-0.3325,-0.6515,-0.27,346.380005
2014-09-08 00:00:00,342.380005,0,2107000,-1.1885,-0.3325,-0.6515,-0.27,342.339996
2014-09-09 00:00:00,339,0,2955300,-1.1885,-0.3325,-0.6515,-0.27,329.75
2014-09-10 00:00:00,345.950012,0,4646800,-1.1885,-0.3325,-0.6515,-0.27,331.329987
2014-09-11 00:00:00,346.380005,0,3797400,-1.1885,-0.3325,-0.6515,-0.27,330.519989
2014-09-12 00:00:00,342.339996,0,2720200,-1.1885,-0.3325,-0.6515,-0.27,331.190002
2014-09-15 00:00:00,329.75,0,3429300,-1.1885,-0.3325,-0.6515,-0.27,323.890015
2014-09-16 00:00:00,331.329987,0,4000400,-1.1885,-0.3325,-0.6515,-0.27,327.76001
2014-09-17 00:00:00,330.519989,0,3259900,-1.1885,-0.3325,-0.6515,-0.27,324
2014-09-18 00:00:00,331.190002,0,4136000,-1.1885,-0.3325,-0.6515,-0.27,325
2014-09-19 00:00:00,323.890015,0,2576900,-1.1885,-0.3325,-0.6515,-0.27,331.320007
2014-09-22 00:00:00,327.76001,0,6886200,-1.1885,-0.3325,-0.6515,-0.27,324.5
2014-09-23 00:00:00,324,0,3109700,-1.1885,-0.3325,-0.6515,-0.27,323.630005
2014-09-24 00:00:00,325,0,2352600,-1.1885,-0.3325,-0.6515,-0.27,328.209991
2014-09-25 00:00:00,331.320007,0,2642200,-1.1885,-0.3325,-0.6515,-0.27,321.929993
2014-09-26 00:00:00,324.5,0,2928800,-1.1885,-0.3325,-0.6515,-0.27,323.209991
2014-09-29 00:00:00,323.630005,0,3638000,-1.1885,-0.3325,-0.6515,-0.27,321.820007
2014-09-30 00:00:00,328.209991,0,1924600,-1.1885,-0.3325,-0.6515,-0.27,322.440002
2014-10-01 00:00:00,321.929993,0,2636200,-1.1885,-0.3325,-0.6515,-0.27,317.459991
2014-10-02 00:00:00,323.209991,0,3089100,-1.1885,-0.3325,-0.6515,-0.27,318.410004
2014-10-03 00:00:00,321.820007,0,3553900,-1.1885,-0.3325,-0.6515,-0.27,322.73999
2014-10-06 00:00:00,322.440002,0,3037400,-1.1885,-0.3325,-0.6515,-0.27,322.200012
2014-10-07 00:00:00,317.459991,0,2290300,-4.2279,-1.0812,-2.1235,-0.95,316.980011
2014-10-08 00:00:00,318.410004,0,2365400,-4.2279,-1.0812,-2.1235,-0.95,322.700012
2014-10-09 00:00:00,322.73999,0,3452800,-4.2279,-1.0812,-2.1235,-0.95,315.369995
2014-10-10 00:00:00,322.200012,0,3587900,-4.2279,-1.0812,-2.1235,-0.95,311.390015
2014-10-13 00:00:00,316.980011,0,3681900,-4.2279,-1.0812,-2.1235,-0.95,306.450012
2014-10-14 00:00:00,322.700012,0,4363900,-4.2279,-1.0812,-2.1235,-0.95,308.309998
2014-10-15 00:00:00,315.369995,0,3385800,-4.2279,-1.0812,-2.1235,-0.95,305.970001
2014-10-16 00:00:00,311.390015,0,5343900,-4.2279,-1.0812,-2.1235,-0.95,302.859985
2014-10-17 00:00:00,306.450012,0,4731300,-4.2279,-1.0812,-2.1235,-0.95,303.640015
2014-10-20 00:00:00,308.309998,0,4405100,-4.2279,-1.0812,-2.1235,-0.95,306.209991
2014-10-21 00:00:00,305.970001,0,3234500,-4.2279,-1.0812,-2.1235,-0.95,315.329987
2014-10-22 00:00:00,302.859985,0,3559300,-4.2279,-1.0812,-2.1235,-0.95,312.970001
2014-10-23 00:00:00,303.640015,0,3125900,-4.2279,-1.0812,-2.1235,-0.95,313.179993
2014-10-24 00:00:00,306.209991,0,9038200,-4.2279,-1.0812,-2.1235,-0.95,287.059998
2014-10-27 00:00:00,315.329987,0,19801100,-4.2279,-1.0812,-2.1235,-0.95,289.970001
2014-10-28 00:00:00,312.970001,0,5950600,-4.2279,-1.0812,-2.1235,-0.95,295.589996
2014-10-29 00:00:00,313.179993,0,5572600,-4.2279,-1.0812,-2.1235,-0.95,294.119995
2014-10-30 00:00:00,287.059998,0,4881900,-4.2279,-1.0812,-2.1235,-0.95,299.070007
2014-10-31 00:00:00,289.970001,0,4055200,-4.2279,-1.0812,-2.1235,-0.95,305.459991
2014-11-03 00:00:00,295.589996,0,4550700,-4.2279,-1.0812,-2.1235,-0.95,305.720001
